'Description','Type / Format','Last Updated','File Name','Comments','Length','Values','Dataset Name','Dataset Description','Example','Name',
'foreign key to bu25t1_tif_category','NUMBER','2013-05-07 00:53:51','TIF_CATEGORY_16440','NULL','22','NULL','BU25T1_TIF_CATEGORY_TYPE','Child table of bu25t1_TIF_Category subdivided by Type listed in Budget Book appendix','NULL','TIF_CATEGORY',
'foreign key lookup to bu25t1_tif_category_type','NUMBER','2013-05-07 00:53:51','TIF_CATEGORY_TYPE_16435','NULL','22','NULL','BU25T1_TIF_AMOUNTS','TIF amounts listed in Budget Book appendix. Child of BU25T1_TIF_CATEGORY_TYPE.','NULL','TIF_CATEGORY_TYPE',
'foreign key lookup to bu25t1_tif_districts name','NUMBER','2013-05-07 00:53:51','TIF_DISTRICT_16436','NULL','22','NULL','BU25T1_TIF_AMOUNTS','TIF amounts listed in Budget Book appendix. Child of BU25T1_TIF_CATEGORY_TYPE.','NULL','TIF_DISTRICT',
'TIF district name','VARCHAR2','2013-05-07 00:53:51','TIF_DISTRICT_NAME_16447','NULL','100','NULL','BU25T1_TIF_LOAD_AMOUNTS_TMP','Raw data loaded from a text file or csv file','NULL','TIF_DISTRICT_NAME',
'Title of the system message','VARCHAR2','2013-05-07 00:54:18','TITLE_17314','NULL','100','NULL','SYSTEM_MESSAGE','Messages to be displayed on CDGA dashboard','NULL','TITLE',
'Total amount for fridge benefits','NUMBER','2013-05-07 00:54:18','TOTAL_17162','NULL','22','NULL','FRINGE_BENEFIT','List of fringe benefits that delegate agencies offer to their employees with calulators and determination of City share','NULL','TOTAL',
'Total for non-personnel budget','NUMBER','2013-05-07 00:54:18','TOTAL_17214','NULL','22','NULL','NON_PERSONNEL_BUDGET','Applicant's nonpersonnel budget for program they are applying for','NULL','TOTAL',
'Total amount for personnel budget','NUMBER','2013-05-07 00:54:18','TOTAL_17239','NULL','22','NULL','PERSONNEL_BUDGET','Applicant's personnel budget for program they are applying for','NULL','TOTAL',
'Total attendance','text box','2013-09-26 14:44:42','Total attendance_20464','NULL','NULL','NULL','Adult Services Programs','contains information about upcoming and past programs','287','Total attendance',
'Total book sales','text box','2013-09-26 14:44:42','Total book sales_20465','NULL','NULL','NULL','Adult Services Programs','contains information about upcoming and past programs','89','Total book sales',
'NULL','NUMBER','2013-05-07 00:54:49','TOTAL_ELAPSE_18717','NULL','22','NULL','BU50T1_RPTS_RUN_JN','Contains all reports run.','NULL','TOTAL_ELAPSE',
'Total number of people in client's household','NUMBER','2013-05-07 01:04:49','Total_Household_20369','NULL','NULL','NULL','EPI_PERSON.DBA','Contains demographic information of registered clients','1','Total_Household',
'Amount of property tax paid for year','NUMBER','2013-05-07 00:54:17','TOTAL_PROPERTY_TAX_PAID_17002','NULL','22','NULL','DHS_OWNERSHIP_INFORMATION','Homelessness program. If applicant owns their facility','NULL','TOTAL_PROPERTY_TAX_PAID',
'total square footage','NUMBER','2013-05-07 00:54:17','TOTAL_SQFT_16937','NULL','22','NULL','DHS_LEASE_INFORMATION','Homelessness program. If applicant leases their facility','NULL','TOTAL_SQFT',
'Total square footage','NUMBER','2013-05-07 00:54:17','TOTAL_SQFT_16999','NULL','22','NULL','DHS_OWNERSHIP_INFORMATION','Homelessness program. If applicant owns their facility','NULL','TOTAL_SQFT',
'total days budgeted','NUMBER','2013-05-07 00:53:50','TOTL_DAYS_16063','NULL','22','NULL','BU25T1_HIST_PERS','Historical position counts and appropiation amounts by dept /fund/org and program','NULL','TOTL_DAYS',
'total budgeted hours','NUMBER','2013-05-07 00:53:50','TOTL_HRS_16061','NULL','22','NULL','BU25T1_HIST_PERS','Historical position counts and appropiation amounts by dept /fund/org and program','NULL','TOTL_HRS',
'total months budgeted','NUMBER','2013-05-07 00:53:50','TOTL_MONTHS_16062','NULL','22','NULL','BU25T1_HIST_PERS','Historical position counts and appropiation amounts by dept /fund/org and program','NULL','TOTL_MONTHS',
'total number of budgeted positions','NUMBER','2013-05-07 00:53:50','TOTL_POS_16060','NULL','22','NULL','BU25T1_HIST_PERS','Historical position counts and appropiation amounts by dept /fund/org and program','NULL','TOTL_POS',
'defunct','DATE','2013-05-07 00:53:51','TRAINED_291_16492','NULL','7','NULL','BU25T1_USER_ACCESS','List of CBS users','NULL','TRAINED_291',
'defunct','DATE','2013-05-07 00:53:51','TRAINED_293_16493','NULL','7','NULL','BU25T1_USER_ACCESS','List of CBS users','NULL','TRAINED_293',
'provided by TIF manager','NUMBER','2013-05-07 00:53:51','TRANSFERS_IN_16453','NULL','22','NULL','BU25T1_TIF_LOAD_AMOUNTS_TMP','Raw data loaded from a text file or csv file','NULL','TRANSFERS_IN',
'provided by TIF manager','NUMBER','2013-05-07 00:53:51','TRANSFERS_OUT_16454','NULL','22','NULL','BU25T1_TIF_LOAD_AMOUNTS_TMP','Raw data loaded from a text file or csv file','NULL','TRANSFERS_OUT',
'not used by CBS','VARCHAR2','2013-05-07 00:53:48','TRANS_CODE_15448','NULL','10','NULL','BU25T1_CHIPPS_STARTUP_EMP','Snapshot of current employee information from CHIPPS system (HR) for creating employee and positions at budget startup.','NULL','TRANS_CODE',
'Used to store the transaction code','VARCHAR2','2013-05-07 00:54:48','TRANS_CODE_18538','NULL','12',''I'','BU50T1_PROJ_FUNDING_STRIPS_JN','All FMPS funding strips associated to a CPM project.','NULL','TRANS_CODE',
'not used by CBS','DATE','2013-05-07 00:53:48','TRANS_DATE_15447','NULL','7','NULL','BU25T1_CHIPPS_STARTUP_EMP','Snapshot of current employee information from CHIPPS system (HR) for creating employee and positions at budget startup.','NULL','TRANS_DATE',
'activity held at center','Yes/No','2013-05-07 01:02:43','Trips_20165','NULL','13','True or False','Visits','Used to capture daily number of participants and their respective activities at senior centers and satellites.','NULL','Trips',
'transfer column budgeted payrate','NUMBER','2013-05-07 00:53:50','TR_BPR_16108','NULL','22','NULL','BU25T1_INPROCESS','Position table used in producing Budget Book','NULL','TR_BPR',
'transfer column budgeted unit code','VARCHAR2','2013-05-07 00:53:50','TR_BU_16111','NULL','2','NULL','BU25T1_INPROCESS','Position table used in producing Budget Book','NULL','TR_BU',
'transfer column budgeted units','NUMBER','2013-05-07 00:53:50','TR_NUM_16109','NULL','22','NULL','BU25T1_INPROCESS','Position table used in producing Budget Book','NULL','TR_NUM',
'transfer column position control code','VARCHAR2','2013-05-07 00:53:50','TR_PC_16110','NULL','1','NULL','BU25T1_INPROCESS','Position table used in producing Budget Book','NULL','TR_PC',
'transfer from 293 total budgeted amount','NUMBER','2013-05-07 00:53:50','TR_TBA_16112','NULL','22','NULL','BU25T1_INPROCESS','Position table used in producing Budget Book','NULL','TR_TBA',
'Meals of trunaways','Number','2013-05-07 01:03:02','TurnAways_20188','NULL','50','NOT NULL','Dinings','Contains basic dining information','1','TurnAways',
'Justification if turnover is different than calculated turnover','VARCHAR2','2013-05-07 00:53:47','TURNOVER_JUSTIFICATION_15354','NULL','240','NULL','BU25T1_APPR','Level for organizational budgeting by dept number','NULL','TURNOVER_JUSTIFICATION',
'percentage based on number of filled positions','NUMBER','2013-05-07 00:53:47','TURNOVER_PCT_15348','NULL','22','NULL','BU25T1_APPR','Level for organizational budgeting by dept number','NULL','TURNOVER_PCT',
'Y - turnover is based on a calculation','VARCHAR2','2013-05-07 00:53:47','TURNOVER_PCT_USE_15350','NULL','1',''Y'','BU25T1_APPR','Level for organizational budgeting by dept number','NULL','TURNOVER_PCT_USE',
'percentage based on number of vacant positions','NUMBER','2013-05-07 00:53:47','TURNOVER_VACANCY_PCT_15349','NULL','22','NULL','BU25T1_APPR','Level for organizational budgeting by dept number','NULL','TURNOVER_VACANCY_PCT',
'Budget Ordinance or Mayor's Recommendation','VARCHAR2','2013-05-07 00:53:46','TYPE_15090','NULL','5','NULL','BOOK_DRAFT','list of available budget book drafts','NULL','TYPE',
'indicates text','VARCHAR2','2013-05-07 00:53:46','TYPE_15102','NULL','5','NULL','BOOK_PAGE_ELEMENT','The details within a Budget Book/Grant Book BOOK_SECTION','NULL','TYPE',
'account or title description','VARCHAR2','2013-05-07 00:53:48','TYPE_15529','NULL','25','NULL','BU25T1_DESC_SUBSTITUTIONS','In producing the budget book using the java app (as opposed to the mainframe)','NULL','TYPE',
'P - prior year','VARCHAR2','2013-05-07 00:53:49','TYPE_15943','NULL','1','NULL','BU25T1_FMPS_IMPORT','Expenditure data from City Comptroller's FMPS system','NULL','TYPE',
'P - prior year','VARCHAR2','2013-05-07 00:53:49','TYPE_15955','NULL','1','NULL','BU25T1_FMPS_IMPORT_DETAIL','Expenditure raw data from City Comptroller's FMPS system','NULL','TYPE',
'history type - bu25t1_ref_codes for list of valid types','VARCHAR2','2013-05-07 00:53:50','TYPE_16004','NULL','25','NULL','BU25T1_HISTORY_TOTALS','Historical position counts for each dept/fund/org since 1989','NULL','TYPE',
'FMPS expenditures type code; compound primary key along with BFY','VARCHAR2','2013-05-07 00:54:46','TYPE_CODE_17917','NULL','2','NULL','BU50T1_FMPS_EXPENDITURES','Contains expenditure information sent from the FMPS system.','NULL','TYPE_CODE',
'purchase order type','VARCHAR2','2013-05-07 00:54:46','TYPE_LOOKUP_CODE_17795','NULL','75','NULL','BU50T1_DT_CONTRACTS','stores contract information entered by the procurement department.','NULL','TYPE_LOOKUP_CODE',
'Client understand English when spoken?','TEXT','2013-05-07 01:04:49','Understand_English_20366','NULL','50','NULL','EPI_PERSON.DBA','Contains demographic information of registered clients','YES/NO','Understand_English',
'Description of unresolved building citations.','CLOB','2013-05-07 00:54:17','UNRESOLVED_CITATIONS_16865','NULL','4000','NULL','DHS_BUILDING_CODES','Homelessness program applicants information on building codes compliance','NULL','UNRESOLVED_CITATIONS',
'not used','VARCHAR2','2013-05-07 00:53:50','UPDATE_293_16143','NULL','1','NULL','BU25T1_INPROCESS','Position table used in producing Budget Book','NULL','UPDATE_293',
'same as processed.','VARCHAR2','2013-05-07 00:53:49','UPDATE_COL_15729','NULL','1','NULL','BU25T1_EMP_HOLD','A list of all personnel changes from CHIPPS (HR) during the budget process. ie resignations','NULL','UPDATE_COL',
'does user have update rights','VARCHAR2','2013-05-07 00:53:51','UPDTACCESS_16497','NULL','1',''Y'','BU25T1_USER_ACCESS','List of CBS users','NULL','UPDTACCESS',
'Compound primary key along with ROLE','NUMBER','2013-05-07 00:54:16','URL_16762','NULL','22','NULL','APP_ROLE_URL','Forms available to CDGA application based on their user role.','NULL','URL',
'application web address','VARCHAR2','2013-05-07 00:54:16','URL_16764','NULL','512','NULL','APP_URL','application short cut links','NULL','URL',
'logon id','VARCHAR2','2013-05-07 00:54:16','USERNAME_16781','NULL','25','NULL','APP_USER','Authorized users','NULL','USERNAME',
'NULL','VARCHAR2','2013-05-07 00:54:48','USERNAME_18441','NULL','250','NULL','BU50T1_PROJECT_REQ_NOTES','Table not used.','NULL','USERNAME',
'NULL','VARCHAR2','2013-05-07 00:54:48','USERNAME_18474','NULL','250','NULL','BU50T1_PROJECT_TASK_NOTES','Contains the current task notes for a CPM project.','NULL','USERNAME',
'NULL','VARCHAR2','2013-05-07 00:54:48','USERNAME_18486','NULL','250','NULL','BU50T1_PROJECT_TASK_NOTE_JN','Contains all the task notes for a CPM project.','NULL','USERNAME',
'User login','Text','2013-05-07 01:04:34','UserName_20311','NULL','50','NOT NULL','Users','Contains basic system user information','Tom Simth','UserName',
'filer user name','VARCHAR2','2013-09-27 09:19:44','USERNAME_20489','NULL','255','NULL','FILER','Attributes associated with financial interest filers','NULL','USERNAME',
'filer user name','VARCHAR2','2013-09-27 09:19:44','USERNAME_20516','NULL','255','NULL','FILER_20120524','back up filer table no longer used','NULL','USERNAME',
'filer user name','VARCHAR2','2013-09-27 09:19:45','USERNAME_20543','NULL','255','NULL','FILER_BKP_20120329','back up filer table no longer used','NULL','USERNAME',
'username of the filer','VARCHAR2','2013-09-27 09:19:46','USERNAME_20638','NULL','255','NULL','STATEMENT','data associated with a financial interest statement','NULL','USERNAME',
'filer or administrator','VARCHAR2','2013-09-27 09:19:44','USERTYPE_20517','NULL','30','NULL','FILER_20120524','back up filer table no longer used','NULL','USERTYPE',
'filer or administrator','VARCHAR2','2013-09-27 09:19:45','USERTYPE_20544','NULL','30','NULL','FILER_BKP_20120329','back up filer table no longer used','NULL','USERTYPE',
'is user a filer or admin','VARCHAR2','2013-09-27 09:19:46','USERTYPE_20639','NULL','30','NULL','STATEMENT','data associated with a financial interest statement','NULL','USERTYPE',
'Primary key','NUMBER','2013-05-07 00:54:49','USER_ACTV_SEQ_18738','NULL','22','NULL','BU50T1_USER_ACTIVITY','Contains user activity from CIP.','NULL','USER_ACTV_SEQ',
'LDAP user; compound primary key along with PROJ_SEQ','VARCHAR2','2013-05-07 00:54:46','USER_DN_17903','NULL','250','NULL','BU50T1_FAVORITE_PROJECTS','Contains the list of recent projects for a CPM user','NULL','USER_DN',
'LDAP user','VARCHAR2','2013-05-07 00:54:46','USER_DN_17907','NULL','250','NULL','BU50T1_FAVORITE_REPORTS','Contains a list of Favorite reports for a CPM user.','NULL','USER_DN',
'User LDAP DN','VARCHAR2','2013-05-07 00:54:49','USER_DN_18739','NULL','250','NULL','BU50T1_USER_ACTIVITY','Contains user activity from CIP.','NULL','USER_DN',
'If new title code - dept must provide a title description','VARCHAR2','2013-05-07 00:53:51','USER_INPUT_DESC_16473','NULL','1','NULL','BU25T1_TITLE_DESC','Short and long descriptions for title codes','NULL','USER_INPUT_DESC',
'located in US Congressional district','VARCHAR2','2013-05-07 00:54:16','US_CONGRESS_16687','NULL','15','NULL','ADDRESS','Delegate addresses','NULL','US_CONGRESS',
'number of vacancies','VARCHAR2','2013-05-07 00:53:48','VACANT_15474','NULL','6','NULL','BU25T1_CHIPPS_STARTUP_POS','Snapshot of current vacant positions from CHIPPS system (HR) for budget startup process','NULL','VACANT',
'emp_seq that generated this vacancy record','NUMBER','2013-05-07 00:53:48','VAC_GEN_SEQ_15591','NULL','22','NULL','BU25T1_EMPLOYEES','Employee information for budget process.','NULL','VAC_GEN_SEQ',
'always E for employee','VARCHAR2','2013-05-07 00:53:48','VAC_GEN_TYPE_15590','NULL','1','NULL','BU25T1_EMPLOYEES','Employee information for budget process.','NULL','VAC_GEN_TYPE',
'emp seq that filled this vacancy','NUMBER','2013-05-07 00:53:48','VAC_INAC_SEQ_15593','NULL','22','NULL','BU25T1_EMPLOYEES','Employee information for budget process.','NULL','VAC_INAC_SEQ',
'always E for employee','VARCHAR2','2013-05-07 00:53:48','VAC_INAC_TYPE_15592','NULL','1','NULL','BU25T1_EMPLOYEES','Employee information for budget process.','NULL','VAC_INAC_TYPE',
'vacancy priority from 1 - 999','NUMBER','2013-05-07 00:53:49','VAC_PRIORITY_15690','NULL','22','NULL','BU25T1_EMPLOYEES','Employee information for budget process.','NULL','VAC_PRIORITY',
'The entry level step for person filling a vacant position','VARCHAR2','2013-05-07 00:53:51','VAC_STEP_16381','NULL','3','NULL','BU25T1_SCHEDULES','Pay schedules and grades.','NULL','VAC_STEP',
'If vacancy','VARCHAR2','2013-05-07 00:53:48','VAC_TYPE_15584','NULL','1','NULL','BU25T1_EMPLOYEES','Employee information for budget process.','NULL','VAC_TYPE',
'counter for vacancy type within a title','NUMBER','2013-05-07 00:53:48','VAC_TYPE_SEQ_15585','NULL','22','NULL','BU25T1_EMPLOYEES','Employee information for budget process.','NULL','VAC_TYPE_SEQ',
'NULL','VARCHAR2','2013-05-07 00:53:46','VALID_15057','NULL','1',''Y'','BOOK_ALDERMANIC_PAYRATE','data used for creating pay schedule for aldermanic staff published in the Budget Book','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:47','VALID_15140','NULL','1',''Y'','BU25T1_ALLOT_ACCT_EXCPT','Used at the end of the year for FMPS system to designate which accounts will not be restricted to quarterly allotments and or have percentage of appropriation held in reserve.','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:47','VALID_15151','NULL','1',''Y'','BU25T1_ALLOT_EXCPT','Used at the end of the year for FMPS system to designate which departments or funds are not be restricted to quarterly allotments and/or have percentage of appropriation held in reserve.','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:47','VALID_15278','NULL','1',''Y'','BU25T1_AMEND_DESC','Used for displaying longer account descriptions as used in Finance General','NULL','VALID',
'Is this Appr entry still Valid?','VARCHAR2','2013-05-07 00:53:47','VALID_15335','NULL','1',''Y'','BU25T1_APPR','Level for organizational budgeting by dept number','NULL','VALID',
'Still Valid?','VARCHAR2','2013-05-07 00:53:47','VALID_15366','NULL','1',''Y'','BU25T1_APPR_AMTS','Appropriation amounts at the account level during the budget budget process. Child of bu25t1_appr table.','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:47','VALID_15388','NULL','1',''Y'','BU25T1_BARG_UNIT','List of bargaining units for City of Chicago employees','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:48','VALID_15479','NULL','1',''Y'','BU25T1_CODE_OBJECTS','A library listing City department','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:48','VALID_15512','NULL','1',''Y'','BU25T1_CODE_TYPES','Lists the categories of codes available on bu25t1_code_objects. Key is ref code','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:49','VALID_15771','NULL','1',''Y'','BU25T1_EPROGRAMS','programs for equipment note','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:49','VALID_15786','NULL','1','NULL','BU25T1_EPROGRAM_ITEMS','program items for equipment note requests','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:49','VALID_15811','NULL','1',''Y'','BU25T1_EQUIP_AMTS','Equipment note subsystem account data with history. Child table of bu25t1_appr.','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:49','VALID_15856','NULL','1',''Y'','BU25T1_EST_REVENUE','Used in Detail of Revenue Estimates published in the Budget Book','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:49','VALID_15884','NULL','1',''Y'','BU25T1_EST_REVENUE_FUNDS','List of revenue funds for Revenue Estimates printed in the Budget Book','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:49','VALID_15897','NULL','1',''Y'','BU25T1_EST_REVENUE_PRIOR','Used for creation of Summary A and B in the Budget Book','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:49','VALID_15916','NULL','1',''Y'','BU25T1_EXCLUSIONS','list of budget level orgs to not subtotal because they are reimbursed by other City agencies. Prevents double counting.','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:50','VALID_16080','NULL','1','NULL','BU25T1_HIST_PGMDESC','Historical list of dept program names','NULL','VALID',
'Is this Organization Valid?','VARCHAR2','2013-05-07 00:53:50','VALID_16176','NULL','1',''Y'','BU25T1_ORGS','Department organizations from 1000 to 4000 level and the organization they report to. Self referential.','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:50','VALID_16207','NULL','1',''Y'','BU25T1_ORNR','Used for applying new rates in effect for next budget year','NULL','VALID',
'Is this Program still Valid?','VARCHAR2','2013-05-07 00:53:50','VALID_16219','NULL','1',''Y'','BU25T1_PROGRAMS','Dept programs','NULL','VALID',
'Is this Pgm Description still valid?','VARCHAR2','2013-05-07 00:53:51','VALID_16237','NULL','1',''Y'','BU25T1_PROGRAM_DESC','List of all department program descriptions','NULL','VALID',
'Is this Item still Valid?','VARCHAR2','2013-05-07 00:53:51','VALID_16251','NULL','1','NULL','BU25T1_PROGRAM_ITEMS','Lowest level for budget accounts. Itemizing what is in nonpersonnel accounts','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:51','VALID_16295','NULL','1',''Y'','BU25T1_REVENUE_AMTS','revenue collections provided by Dept of Finance revenue collections. Child table of bu25t1_revenue_appr','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:51','VALID_16310','NULL','1',''Y'','BU25T1_REVENUE_APPR','Revenue collections root table by dept','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:51','VALID_16330','NULL','1',''Y'','BU25T1_REV_ORGS','List of general revenue categories and groupings','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:51','VALID_16350','NULL','1',''Y'','BU25T1_RPROGRAMS','specific revenue sources that have been collected by Dept of Finance - revenue section','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:51','VALID_16367','NULL','1','NULL','BU25T1_RPROGRAM_ITEMS','Revenue collection from Dept of Finance - Revenue section. Itemized data.','NULL','VALID',
'Is this a valid Schedule/Grade?','VARCHAR2','2013-05-07 00:53:51','VALID_16376','NULL','1',''Y'','BU25T1_SCHEDULES','Pay schedules and grades.','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:51','VALID_16400','NULL','1',''Y'','BU25T1_SPECIAL_RATES','special payrates for specific titles','NULL','VALID',
'Is this a valid Step?','VARCHAR2','2013-05-07 00:53:51','VALID_16410','NULL','1',''Y'','BU25T1_STEPS','Child of bu25t1_schedules. Pay rates by chedule','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:51','VALID_16425','NULL','1',''Y'','BU25T1_STEPS_NEW','Used for applying new step increases in effect for next budget year','NULL','VALID',
'TIF is active','VARCHAR2','2013-05-07 00:53:51','VALID_16445','NULL','1','NULL','BU25T1_TIF_DISTRICTS','List of TIF codes and descriptions','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:51','VALID_16464','NULL','1',''Y'','BU25T1_TITLES','All title codes for the City of Chicago','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:51','VALID_16472','NULL','1',''Y'','BU25T1_TITLE_DESC','Short and long descriptions for title codes','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:51','VALID_16483','NULL','1',''Y'','BU25T1_TITLE_EXCP','List of title codes in alternate bargaining unit for a dept','NULL','VALID',
'NULL','VARCHAR2','2013-05-07 00:53:52','VALID_16513','NULL','1','NULL','BU25T1_USER_DEPT_ACCESS','List of depts or dept/bureaus that CBS users are restricted to','NULL','VALID',
'Valid? Y/N','VARCHAR2','2013-05-07 00:53:52','VALID_16534','NULL','1',''Y'','BU26T1_APPR','Contains the prior years appropriation.','NULL','VALID',
'Valid? Y/N','VARCHAR2','2013-05-07 00:53:52','VALID_16537','NULL','1',''Y'','BU26T1_CODE_OBJECTS','Contains references that are used by the budget system (CBS) for processing and application use.','NULL','VALID',
'Valid? Y/N','VARCHAR2','2013-05-07 00:53:52','VALID_16568','NULL','1',''Y'','BU26T1_ORGS','Stores the organizations used by the budget system (CBS); a parent table that contains all the organizations.','NULL','VALID',
'Valid? Y/N','VARCHAR2','2013-05-07 00:53:52','VALID_16650','NULL','1',''Y'','BU26T1_PRELIM','Stores the preliminary yearly budget at the start of the budget cycle.','NULL','VALID',
'Valid','NUMBER','2013-05-07 00:54:16','VALID_16688','NULL','22','1=Yes','ADDRESS','Delegate addresses','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:16','VALID_16732','NULL','22','1=Yes','APPLICATION','CDGA applications','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:16','VALID_16748','NULL','22','1=Yes','APPROPRIATION','Dept recommendation appropriation key','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:16','VALID_16753','NULL','22','1=Yes','APP_ROLE','List of security roles','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:16','VALID_16766','NULL','22','1=Yes','APP_URL','application short cut links','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:16','VALID_16783','NULL','22','1=Yes','APP_USER','Authorized users','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_16802','NULL','22','1=Yes','BUDGET_TYPE_CODE','List of account groupings','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_16812','NULL','22','1=Yes','CBS_FUND','List of City funds that provide CDGA money','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_16818','NULL','22','1=Yes','CORPORATE_STATUS','List of delegate business type','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_16826','NULL','22','1=Yes','DELEGATE','List of delegates that have registered','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_16849','NULL','22','1=Yes','DEPARTMENT','List of City departments managing CDGA programs','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_16856','NULL','22','1=Yes','DHS_APPLICATION','Applications for Homelessness programs managed by HUD','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_16868','NULL','22','1=Yes','DHS_BUILDING_CODES','Homelessness program applicants information on building codes compliance','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_16885','NULL','22','1=Yes','DHS_BUILDING_SYSTEMS','Homelessness program applicants information on facility details','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_16903','NULL','22','1=Yes','DHS_CONGREGATE_HOUSING','For applicants that provide congregate apartments.','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_16929','NULL','22','1=Yes','DHS_FACILITY','Homelessness program applicants information about their facilities','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_16953','NULL','22','1=Yes','DHS_LEASE_INFORMATION','Homelessness program. If applicant leases their facility','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_16968','NULL','22','1=Yes','DHS_LICENSING','Homelessness program applicants must provide info if their facility has a Food Handlers License or Retail Food Establishment License.','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_16988','NULL','22','1=Yes','DHS_NEW_SITE_INFORMATION','Homelessness program applicants facilities not currently operating at proposed location.','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_17003','NULL','22','1=Yes','DHS_OWNERSHIP_INFORMATION','Homelessness program. If applicant owns their facility','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_17046','NULL','22','1=Yes','DHS_PROGRAM_INFORMATION','Homelessness program applicants program details','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:17','VALID_17061','NULL','22','1=Yes','DHS_PROJECT_BASED_APTS','For applicants that provide individual apartments.','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17075','NULL','22','1=Yes','DHS_SAFETY_SYSTEMS','Homelessness program applicants information on safety and security','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17087','NULL','22','1=Yes','DHS_SERVICE_LINKAGE','Additional agencies that applicant refers clients to.','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17102','NULL','22','1=Yes','DHS_SOCIAL_SERVICES','For applicants that applying for a non-residential program or social service program','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17115','NULL','22','1=Yes','DIVISION','List of City department divisions or bureaus managing CDGA programs','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17119','NULL','22','1=Yes','EVALUATION','Department evaluations of applications','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17141','NULL','22','1=Yes','EVALUATION_FUNDING','list of evaluation ratings','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17152','NULL','22','1=Yes','FACILITY_TYPE','List of common facility types for delegate agencies','NULL','VALID',
